Doctor Identifier,Provider Type,Number of Beneficiaries,Services by Beneficiary,Total Submitted Charge Amount By Benificiary,Total Allowed Amount By Benificiary,Total Payment Amount By Benificiary,Total Standardized Payment Amount By Benificiary,Number of Drug Services By Benificiary,Total Drug Submitted Charge Amount By Benificiary,Total Drug Allowed Amount  By Benificiary,Total Drug Payment Amount  By Benificiary,Total Drug Standardized Payment Amount By Benificiary,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimerâ€™s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
917621699,Licensed Clinical Social Worker,1098,7.409836066,696.2343989,342.3612204,284.948051,280.9846903,0.872495446,76.02185792,65.68186703,64.14273224,64.14273224,7178,10,8,11,8,10,16,7,26,19,47,58,15,7,29,4,4,1.02
175943470,Physician Assistant,82,4.073170732,434.2682927,255.264878,198.7947561,225.0878049,0,0,0,0,0,334,16,13,15,41,23,39,18,29,1.74,44,73,34,0.53,37,0,0.46,1.96
752372627,Orthopedic Surgery,435,1.917241379,347.9107126,139.488092,89.17827586,86.35225287,0.273563218,2.554022989,0.410206897,0.320183908,0.320183908,715,6,4,10,7,6,21,7,12,24,55,58,23,7,30,4,5,0.9
890252300,Internal Medicine,15,1.666666667,232.6666667,165.63,122.5253333,118.0973333,0,0,0,0,0,25,0.12,0.11,0.12,0.1,0,0.23,0,0.24,0.22,0.41,0.48,0.26,0.07,0.29,0,0,0.64
638094793,Physician Assistant,381,4.236220472,471.1173491,218.0749344,170.9104724,161.661811,1.921259843,38.66065617,25.29902887,24.7616273,24.7616273,882,13,11,9,12,13,20,10,18,17,35,53,28,13,38,3,6,1.23
335303763,Physical Therapist,191,3.120418848,3131.787644,728.496178,567.1984817,578.218534,0,0,0,0,0,596,13,2.77,14,10,25,63,17,36,47,45,75,34,6,32,10,7,3.27
421473902,General Surgery,203,2.472906404,719.8325123,256.16133,192.6487192,195.9818719,0,0,0,0,0,502,14,16,20,1.34,18,24,16,37,39,54,67,26,12,68,7,0.83,1.34
675416759,Anesthesiology,30,1.666666667,270,71.11533333,55.19633333,56.062,0,0,0,0,0,50,0,0.12,0.14,0.11,0.2,0.26,0.15,37,0.25,60,63,0.3,0,0.34,75,0.06,1.46
269768411,Psychiatry,282,4.737588652,1847.975177,479.8089007,363.0863475,358.6459929,0.75177305,22.23404255,4.971879433,3.834184397,3.834184397,1124,9,13,19,9,15,19,20,37,31,49,65,28,10,46,9,5,1.32
811644106,Physician Assistant,58,1.931034483,237.4310345,155.1418966,119.9122414,138.8248276,0,0,0,0,0,112,33,45,24,19,75,66,47,69,43,69,75,74,0.3,72,22,0.25,3.37
274373161,Medical Oncology,91,1.527472527,260.2857143,88.12307692,64.77362637,74.19263736,0,0,0,0,0,139,0.51,0.54,16,0.37,20,25,14,52,30,24,46,20,0.3,33,0.31,0.24,1.24
886650232,Internal Medicine,1932,1.58126294,198.2572464,74.29903727,55.3659472,54.951294,0,0,0,0,0,3055,27,15,21,14,38,35,28,30,35,69,75,54,13,38,6,12,1.78
873104642,Obstetrics/Gynecology,91,1.186813187,212.5274725,82.53725275,52.05571429,51.54065934,0,0,0,0,0,108,0.5,0.46,22,0.41,16,25,0.57,40,33,33,54,23,0.31,32,16,0.23,1.51
180053938,Certified Clinical Nurse Specialist,165,2.145454545,64.85593939,64.74866667,63.45351515,69.94321212,1.072727273,46.84678788,46.73951515,45.80163636,45.80163636,177,8,2.12,7,7,9,12,2.99,19,9,38,48,20,8,35,0.93,0.96,0.82
410868341,Family Practice,302,5.536423841,977.4217219,497.0640066,382.1858609,385.5188411,0,0,0,0,0,1672,7,16,27,5,16,26,21,75,25,48,61,22,6,36,49,5,1.78
687492990,CRNA,41,13.19512195,1333.536585,848.7153659,623.2119512,630.3243902,0,0,0,0,0,541,0,1.25,32,0.81,1.7,2.15,1.31,75,27,56,44,2.4,0.64,34,0.71,0.52,1.28
206414383,Diagnostic Radiology,198,9.808080808,2420.757576,875.9748485,681.850101,669.2857071,0,0,0,0,0,1942,14,10,17,75,18,27,23,27,31,61,75,27,8,32,7,1.71,1.74
431810375,Anesthesiology,25,8,1084.4,732.3548,547.5764,534.7232,0,0,0,0,0,200,0.56,0.59,0.56,0.43,0.85,1.08,0.65,75,1.05,56,64,1.23,0.33,1.34,0.33,0.26,1.07
618466281,Dermatology,56,10.16071429,1520.803571,947.0819643,725.6230357,729.3507143,0,0,0,0,0,569,21,29,21,1.14,45,45,27,75,34,61,75,38,23,52,1,0.74,2.41
838468224,Occupational therapist,109,27.10091743,880.7477064,662.7714679,508.5024771,520.7562385,0,0,0,0,0,2954,11,2.5,2.12,10,3.26,18,2.49,25,18,58,62,22,1.2,72,1.43,1,0.95
409478359,Physical Therapist,78,2.076923077,128.8076923,122.0810256,85.45410256,106.1024359,0,0,0,0,0,162,0.67,0.8,0.71,0.45,1.06,1.32,0.83,38,24,31,47,18,0.38,22,0.47,0.32,1.16
337711608,General Surgery,123,1.739837398,242.8455285,171.128374,114.3261789,113.5477236,0,0,0,0,0,214,9,1.11,1.13,0.88,1.67,15,13,18,30,53,60,21,0.67,29,10,0.52,1.27
270140664,Physical Medicine and Rehabilitation,122,2.852459016,976.5491803,281.8416393,216.4909836,208.85,0,0,0,0,0,348,9,20,16,18,22,36,13,42,22,57,66,30,0.53,39,19,21,1.84
684926360,Emergency Medicine,912,1.468201754,111.0712719,36.95789474,28.95895833,29.19966009,0,0,0,0,0,1339,13,17,25,12,26,36,26,39,35,53,67,34,10,37,8,10,1.7
650948768,Mass Immunization Roster Biller,716,1.339385475,387.4385475,115.8828212,88.56208101,89.23527933,0,0,0,0,0,959,19,21,23,12,35,48,21,47,34,61,75,49,11,41,13,15,2.16
671708967,Colorectal Surgery (formerly proctology),470,7.557446809,766.893617,481.9500638,373.6797021,368.7211915,0.689361702,67.0106383,60.87519149,58.70331915,58.70331915,3228,13,9,13,12,16,20,9,19,19,59,69,28,6,31,5.63,5,1.04
226341734,Cardiology,60,1.6,32644.67467,12479.877,9784.438833,11242.74367,0,0,0,0,0,96,28,40,30,23,47,58,47,42,33,68,75,48,25,52,0.3,0.21,3.9
293281688,Anesthesiology,89,14.5505618,755.6179775,421.3966292,322.1491011,319.811573,0,0,0,0,0,1295,1.09,1.17,15,0.83,1.65,2.1,1.26,25,19,37,60,20,0.64,61,0.65,0.51,0.94
840255725,Pathology,17,15.52941176,3888.058824,985.7364706,766.96,770.4870588,0,0,0,0,0,264,0.26,0.3,0.27,0.19,0,0.51,0.32,75,0.48,0.84,0.98,0.57,0,0.62,0.17,0,1.24
626612547,Clinical Psychologist,13,1,150,86.90307692,62.89615385,62.15076923,0,0,0,0,0,13,0.08,0.07,0.08,0.06,0.12,0.15,0.09,0.15,0.15,0.27,0.32,0.17,0.05,0.19,0.04,0.04,1.77
694042912,Internal Medicine,187,1.016042781,506.6181818,116.9854011,93.2726738,93.96534759,0,0,0,0,0,190,13,13,26,13,28,45,20,42,39,64,75,35,7,48,9,0.38,2.71
684718880,Mass Immunization Roster Biller,13,1,12.38461538,8.863076923,8.687692308,8.687692308,0,0,0,0,0,13,0.05,0,0.05,0,0,0.09,0.05,0.08,0.09,0.16,0.19,0.1,0,0.12,0.02,0,1.08
936998127,Orthopedic Surgery,322,1.605590062,457.7391304,138.6390373,100.2971118,99.95934783,0,0,0,0,0,517,9,6,12,75,10,23,11,27,23,45,63,21,13,42,4,4,1.32
208092216,Physician Assistant,1060,1.590566038,242.8314906,102.3021509,69.44333019,77.74007547,0.089622642,0.976773585,0.214641509,0.167198113,0.167198113,1591,17,9,15,13,20,22,18,21,23,60,63,35,10,39,2,5,1.21
435895234,Nurse Practitioner,131,3.183206107,314.8854962,156.3399237,108.9177099,100.9592366,0,0,0,0,0,417,25,27,11,12,31,34,11,27,53,61,75,53,13,47,0.39,0.38,2.02
442148290,Rheumatology,26,1.653846154,358.0769231,168.9638462,136.8642308,136.0669231,0,0,0,0,0,43,0.18,0,0.18,0.14,0.27,0.34,0.21,0.36,0.33,54,0.71,0.39,0.11,58,0.09,0,0.65
948852338,Internal Medicine,74,1.148648649,306.3177027,84.56567568,47.71351351,56.86067568,0,0,0,0,0,85,18,0.52,23,0.38,20,26,15,23,32,54,64,31,23,75,0,0.24,1.64
160830556,Oral Surgery (dentists only),68,1.161764706,231.6176471,142.7339706,103.9172059,106.4411765,0,0,0,0,0,79,0.54,0.53,0.54,0.42,0.8,1.03,0.62,1.11,16,53,69,16,0.32,46,0.29,0,1.05
830092171,Podiatry,156,3.512820513,650.8974359,274.529359,200.943141,200.5372436,0,0,0,0,0,548,1.59,1.61,13,1.24,2.39,3.07,1.84,17,12,61,49,10,18,38,0,0.74,0.66
933854981,Physician Assistant,12,15.33333333,2453.333333,1328.799167,1021.903333,1013.1375,0,0,0,0,0,184,0,0.46,0.41,0,0,0,0,0.9,0.76,1.35,1.58,0.89,0.24,0.96,0,0.19,0.76
613860475,Chiropractic,25,1.8,444.24,157.3604,125.9036,123.6868,0,0,0,0,0,45,0.15,0.14,0.15,0,0.22,0.29,0,0.3,0.28,0.52,0.61,0.33,0.09,0.37,0.07,0,0.97
830284935,Optometry,18,12.38888889,1834.444444,1324.899444,976.6533333,982.3022222,0,0,0,0,0,223,0.76,0.86,0.77,0.56,1.17,1.48,0.9,67,1.41,75,61,1.65,0,1.78,0.49,0.36,1.06
270865221,Licensed Clinical Social Worker,44,1.136363636,427.2045455,135.7265909,103.4243182,103.1263636,0,0,0,0,0,50,34,0.24,36,0.21,50,61,43,34,50,66,75,61,0.15,52,0.13,0.12,2.8
246321787,Pathology,23,1.130434783,213.173913,59.47086957,46.62826087,45.9873913,0,0,0,0,0,26,0,0,0.1,0,0.14,0.19,0.11,65,0.18,0.34,0.4,0,0,0.24,0.04,0.04,1.43
132706654,Psychiatry,57,35.89473684,1352.105263,1057.089649,802.4242105,715.6573684,0,0,0,0,0,2046,1.23,1.07,1.1,1.11,1.72,23,1.27,25,42,65,67,33,0.76,75,0.49,0.53,1.15
630121832,Anesthesiology,44,4.090909091,535.3409091,360.7068182,281.4602273,277.9845455,0,0,0,0,0,180,0.53,0.55,0.53,0.42,0.81,1.03,0.62,68,27,43,45,1.17,0.31,1.28,39,0,1.35
296310606,Anesthesiology,131,2.374045802,405.9618321,190.4409924,143.5152672,140.6615267,0,0,0,0,0,311,21,23,29,11,35,36,34,45,30,36,63,37,8,34,16,0.44,1.88
706376028,Neurology,156,3.551282051,1155.705128,417.2082051,318.6992308,310.6644872,0,0,0,0,0,554,17,12,17,13,28,53,15,30,24,46,72,43,12,29,8,0.78,2.44
903207956,Oral Surgery (dentists only),15,5.066666667,565.3333333,385.388,297.692,329.7833333,0,0,0,0,0,76,0,0.29,0.25,0.16,0.38,0.47,0,75,0.44,0.75,0.88,0.51,0.13,0.53,0.17,0,0.99
516508968,Nurse Practitioner,11,1.181818182,138.6363636,69.99454545,54.87636364,59.76818182,0,0,0,0,0,13,0,0,0,0.05,0.09,0.12,0.07,0.13,0.12,0.21,0.25,0.14,0.04,0.15,0.03,0,1.26
361451325,Physical Therapist,915,4.309289617,369.463388,271.1434645,190.7199454,186.7160546,0.459016393,13.72568306,7.501136612,7.291016393,7.291016393,3523,16,12,13,10,17,33,22,21,31,66,75,33,7,35,6,5,1.31
337971234,Licensed Clinical Social Worker,109,25.36697248,1367.981651,722.8612844,558.7502752,557.823945,0,0,0,0,0,2765,10,2.19,14,1.42,12,22,2.25,39,39,71,68,20,1.11,75,1.23,0.91,1.09
341822033,Nurse Practitioner,240,6.383333333,795.375,409.2375417,343.231,338.6525833,1.266666667,209.9583333,121.46925,119.0371667,119.0371667,1228,8,8,8,13,12,39,8,19,23,54,53,17,5,28,3.32,3.43,0.95
943800645,CRNA,320,1.45,1465.338125,213.0102188,168.08175,166.6026875,0,0,0,0,0,464,12,8,19,14,20,30,17,28,38,59,69,35,7,43,7,4,1.55
904093325,Nurse Practitioner,409,1.15403423,150.2273839,146.0377751,99.279022,95.61877751,0,0,0,0,0,472,4,8,17,5,8,20,10,29,32,42,55,15,4,27,6,1.42,1.2
850704623,Physician Assistant,390,1.992307692,357.7897436,173.0464872,135.585,132.7428462,0,0,0,0,0,777,35,37,29,20,54,60,33,45,38,75,75,65,16,50,22,17,2.39
505126730,Family Practice,620,2.585483871,5013.416323,648.8695161,503.5008065,486.7975968,0.208064516,3.687096774,1.453951613,1.131258065,1.131258065,1474,13,4,11,12,10,16,6,21,20,57,65,24,9,75,0,2,0.97
590746688,Nurse Practitioner,675,3.962962963,942.1896296,397.4742519,303.3737926,301.5150074,0,0,0,0,0,2675,19,24,11,11,30,24,13,31,22,56,75,39,13,48,11,8,1.52
445222397,Nurse Practitioner,217,2.410138249,2933.180876,696.9140092,537.9667281,530.8796774,0,0,0,0,0,523,19,17,19,12,24,30,26,36,30,64,75,38,21,65,8,16,1.62
114869994,Independent Diagnostic Testing Facility,1994,2.203109328,455.0421063,282.5541525,202.1591825,196.3665747,0,0,0,0,0,4393,14,10,9,10,16,27,13,17,31,62,72,30,10,36,2,4,1.15
657181732,Surgical Oncology,21,13.52380952,1888.571429,1277.651905,953.8942857,959.5280952,0,0,0,0,0,284,0.82,0.93,0.83,0.6,1.26,1.59,0.97,75,1.52,57,57,1.77,0.47,1.91,0.53,0.39,1.05
340458159,Physician Assistant,140,2.892857143,563.8928571,160.5105,108.9447143,120.1328571,0.214285714,16.53571429,9.985142857,9.759714286,9.759714286,375,1.48,8,1.5,10,9,24,11,24,23,49,61,16,0.95,26,0.77,0.63,1.01
566705887,Licensed Clinical Social Worker,47,11.46808511,1611.276596,658.8351064,475.1770213,477.663617,0,0,0,0,0,539,0.89,0.98,0.9,0.66,1.37,1.73,1.05,72,30,40,40,1.94,0.52,36,0.56,0,1.11
638519948,Clinical Psychologist,276,1.496376812,1480.75,257.8786594,200.201413,194.1588043,0,0,0,0,0,413,10,7,14,10,19,23,13,33,25,46,58,27,13,39,5,0.5,1.33
372652319,Endocrinology,48,2.041666667,54.73979167,54.37104167,53.28354167,59.834375,1.020833333,36.95770833,36.58895833,35.85458333,35.85458333,49,0.68,0.51,0.66,0.61,0.79,1.25,0.72,29,1.47,31,38,1.53,0.51,29,0.23,0.23,1.12
166705291,Family Practice,341,16.86217009,1380.938416,535.3143988,433.5269208,426.5521701,0.369501466,16.52199413,8.395278592,8.161290323,8.161290323,5624,13,10,16,13,13,22,21,36,23,72,71,29,12,39,6,3,1.14
493558442,Audiologist (billing independently),376,7.906914894,1120.726649,340.3350798,243.8189628,240.8945745,0,0,0,0,0,2973,20,36,17,12,29,34,27,47,40,60,75,33,16,38,19,9,1.6
947733507,Obstetrics/Gynecology,218,4.912844037,1719.504587,414.5188532,302.8377523,358.0473394,0,0,0,0,0,1071,31,72,18,13,55,56,25,50,35,48,75,51,22,57,21,16,2.31
313763965,Internal Medicine,154,1.045454545,361.6818182,138.395,105.4115584,104.5956494,0,0,0,0,0,161,12,9,25,8,26,36,25,47,38,42,71,36,0.52,32,19,0.4,2
499280922,Nephrology,207,1.31884058,1813.304348,177.5633333,133.8065217,135.2546377,0,0,0,0,0,273,14,26,18,8,33,44,24,28,34,63,75,45,10,37,7,15,2.14
185852331,Optometry,146,2.835616438,956.6369863,277.8173973,217.5269178,208.6086986,0,0,0,0,0,414,30,14,17,12,53,75,21,44,45,57,75,53,10,42,9,12,3.7
133898876,Internal Medicine,54,3.925925926,1942.314815,762.9881481,595.4762963,581.4733333,0,0,0,0,0,212,24,35,0.91,0.72,37,61,1.07,39,41,57,75,56,0.53,2.19,0.54,72,2.24
581403264,Diagnostic Radiology,52,4.653846154,1008.673077,282.8909615,206.4669231,204.7217308,0,0,0,0,0,242,0.43,0.42,0.43,0.34,0.64,0.83,0.49,31,0.8,23,50,0.95,0.26,37,0.23,0.2,0.98
621192141,Nurse Practitioner,11,19.72727273,1870,1604.440909,1217.086364,1204.305455,0,0,0,0,0,217,0,0,0.51,0,0,0.99,0.6,1.12,0.95,1.69,1.98,0,0,1.2,0.32,0,0.82
571192096,Internal Medicine,25,2,48.748,7.2688,6.2864,6.25,0,0,0,0,0,50,0.09,0.06,0.09,0.07,0.12,0.16,0.09,0.15,75,0.31,68,0.19,0.05,0.22,0.03,0.04,1.14
477552962,Licensed Clinical Social Worker,348,1.040229885,316.5977011,87.31204023,66.11195402,76.08787356,0,0,0,0,0,362,10,6,17,15,11,26,14,29,30,57,70,31,9,52,3,4,1.34
104387956,Psychiatry,2161,1.789449329,268.7357705,57.76753818,44.25192503,43.19836187,0,0,0,0,0,3867,22,22,19,17,33,42,25,36,33,64,75,45,14,46,13,9,1.83
998338708,Emergency Medicine,129,22.24806202,2890.417054,710.5972868,553.6893023,504.7955039,0,0,0,0,0,2870,27,18,23,0.78,33,40,26,43,33,58,75,43,0.46,36,10,13,1.51
140164987,Nephrology,434,3.456221198,501.3652074,276.0792857,215.5843318,212.3587558,0.493087558,87.40322581,54.18691244,52.6971659,53.09612903,1286,13,9,12,7,10,13,8,26,22,33,47,22,8,31,3.72,4,1.09
458900130,Internal Medicine,117,2.282051282,212.2649573,173.3066667,117.6575214,114.2305983,0,0,0,0,0,267,12,1.02,1.06,11,11,15,1.21,26,18,50,60,29,0.64,28,0.55,0.48,1.05
919164932,General Surgery,716,2.480446927,408.6284916,120.5663827,93.65611732,86.14265363,0,0,0,0,0,1776,13,4,13,24,13,28,13,27,28,55,67,29,9,36,4,5,1.31
663184429,Internal Medicine,217,14.16129032,1238.253456,456.8402304,385.6307373,383.931659,0.741935484,136.1152074,76.56119816,74.99788018,74.99788018,2912,8,11,10,10,9,34,13,24,23,57,64,15,21,32,2.19,2.15,1.04
281817021,Neurology,261,2.61302682,244.1149425,211.8050958,144.0608046,141.739387,0,0,0,0,0,682,8,2.74,6,10,8,13,8,15,13,44,52,16,9,29,1.49,1.27,0.76
511056763,Licensed Clinical Social Worker,17,1.529411765,335.2941176,185.3729412,130.1476471,124.9752941,0,0,0,0,0,26,0.15,0.14,0.15,0.12,0.22,0.29,0.17,0.3,0.28,0.52,0.61,0.33,0.09,75,0,0.07,0.88
581406766,Nephrology,741,4.735492578,721.1889339,359.0189069,293.5575978,288.0030094,0.700404858,104.6410256,68.41716599,66.78098516,66.78098516,2990,10,6,8,10,12,14,9,17,21,44,57,20,8,33,2,3,0.97
363583880,Anesthesiology,36,21.47222222,3013.75,1858.798889,1399.984167,1384.428056,0,0,0,0,0,773,1.81,2.03,1.82,1.36,2.79,3.53,2.14,75,31,42,7.04,3.96,1.05,39,1.15,0,1.43
748091245,Nurse Practitioner,516,1.248062016,563.0387403,154.4612791,117.4664535,118.200155,0,0,0,0,0,644,14,20,26,9,28,34,27,53,34,52,71,33,8,34,16,9,1.75
532258096,Licensed Clinical Social Worker,308,22.16233766,1555.392857,542.3767857,421.0742857,402.3789935,8.301948052,490.4512987,241.9673052,190.0287987,190.0287987,4269,7,6,32,15,13,17,13,30,26,37,51,25,16,37,0.63,0.99,1.43
945458132,Physical Therapist,165,1.76969697,496.7272727,145.8589697,101.5406667,104.6978788,0,0,0,0,0,292,1.13,21,15,7,14,16,10,52,22,46,47,22,13,41,7,9,1.95
698099841,Mass Immunization Roster Biller,64,14.671875,647.109375,464.431875,360.7690625,353.7942188,0,0,0,0,0,939,0.85,0.91,0.84,0.65,1.28,28,0.98,20,30,55,61,33,23,58,0.5,0.39,1.21
172425184,Centralized Flu,135,1.711111111,514.4737778,186.452963,143.6031852,139.214963,0,0,0,0,0,231,32,19,36,19,48,56,38,39,38,58,75,52,15,44,8,9,2.61
982520367,Licensed Clinical Social Worker,529,3.202268431,1313.36862,490.1668998,365.357259,355.7114178,0,0,0,0,0,1694,13,8,12,11,19,28,15,22,33,67,70,31,12,39,3,6,1.45
155076961,Licensed Clinical Social Worker,1752,2.723744292,257.0616438,73.77493151,56.38480594,52.09835616,0,0,0,0,0,4772,15,10,12,20,21,36,13,25,27,60,71,33,14,46,4,5,1.49
623893705,Ambulance Service Supplier,243,10.51028807,997.899177,402.8525103,319.5601646,314.3490535,0.502057613,14.40946502,8.17399177,7.572921811,7.722386831,2432,10,10,14,8,11,29,17,28,33,60,70,23,10,29,10,1.22,1.28
118240306,Internal Medicine,23,1.695652174,376.7391304,75.51826087,53.50956522,59.81304348,0,0,0,0,0,39,0,0,0.12,0.09,0.17,0.22,75,48,52,0.38,0.44,0.25,0.07,0.27,0,0.05,2.98
170106232,Psychiatry,414,1.560386473,102.5546135,77.31797101,53.28666667,64.57130435,0,0,0,0,0,646,8,6,14,7,11,13,14,24,23,47,57,22,6,36,5,1.33,1.03
493130844,Diagnostic Radiology,112,3.526785714,973.7857143,275.1499107,212.5886607,217.9702679,0,0,0,0,0,395,0.86,17,32,0.64,11,21,25,75,30,54,61,26,10,35,42,0.41,1.6
274887713,Psychiatry,32,8.59375,1201.875,712.8625,535.3496875,623.6540625,0,0,0,0,0,275,0.93,0,1,0.57,1.53,1.86,0,69,1.69,2.8,41,1.96,0.51,38,0.77,0.47,1.29
920702939,Diagnostic Radiology,489,1.783231084,399.5623722,173.7184663,136.196135,158.6707975,0,0,0,0,0,872,30,36,31,16,53,58,42,56,45,75,75,60,16,48,17,13,2.48
331436620,Ambulance Service Supplier,27,2.518518519,258,166.3266667,127.9218519,129.072963,0,0,0,0,0,68,0,0.21,0.21,0.16,0.31,0.4,0.24,0.44,0.39,41,48,0.46,0,0,75,0,1.12
187803485,Psychiatry,12,1.25,384.4083333,119.61,93.77583333,100.095,0,0,0,0,0,15,0.07,0.07,0.08,0.06,0.11,0.14,0.09,0.15,0.14,0.24,0.29,0.16,0.04,0.17,0.04,0.03,2.23
799655693,Mass Immunization Roster Biller,166,1.018072289,1551.469277,281.4928313,215.0904217,226.3025904,0,0,0,0,0,169,14,8,14,12,21,33,19,26,34,55,75,46,12,46,0.67,0.5,1.53
127979840,Otolaryngology,42,2.976190476,284.047619,205.5888095,160.6404762,179.8497619,0,0,0,0,0,125,31,33,0.45,0.3,45,40,0.53,36,31,75,75,69,40,62,0.3,0.21,2.12
469081834,Registered Dietician/Nutrition Professional,166,2.698795181,502.2891566,322.8037952,251.1004217,242.5656627,0,0,0,0,0,448,27,38,28,12,52,61,38,52,49,53,75,46,11,34,20,13,3.33
338019452,Infectious Disease,63,4.365079365,1736.904762,655.208254,489.4792063,487.4087302,0,0,0,0,0,275,1.1,0,21,0.84,1.69,22,1.31,41,44,57,67,17,0,32,0.67,0,0.98
513850049,Physician Assistant,51,1.137254902,128.8235294,125.204902,74.76117647,85.72647059,0,0,0,0,0,58,0.5,0.53,0.51,0.36,0.76,0.96,0.59,1.08,0.92,37,43,1.07,0.29,24,0.3,0,0.8
410741003,Psychiatry,14,15.35714286,2161.428571,1915.805714,1478.284286,1467.509286,0,0,0,0,0,215,0.77,0.87,0.77,0.57,1.18,1.5,0.91,1.7,1.43,2.53,2.97,1.67,0.44,1.8,0.5,0,1.63
210617884,Ambulance Service Supplier,17,7.058823529,1077.058824,495.8052941,385.4876471,380.7494118,0,0,0,0,0,120,0.23,0.24,0.23,0.18,0.35,0.44,0.27,65,0.43,0.77,0.9,0.5,0.13,0.55,0.13,0.11,1.28
499699888,Internal Medicine,78,1.128205128,499.5342308,152.4407692,117.7684615,116.5138462,0,0,0,0,0,88,19,21,19,14,35,41,19,36,35,56,71,38,15,47,0.23,0.21,1.75
437764223,Pathology,22,5.863636364,779.5454545,530.3995455,391.1577273,393.0995455,0,0,0,0,0,129,0.41,0.44,0.41,0.3,0.62,0.79,0.48,68,0.76,1.34,1.58,0.89,0.24,0.96,0,0.19,1.26
376727475,Diagnostic Radiology,254,2.929133858,1016.397638,236.3635433,173.0385433,170.5198031,0,0,0,0,0,744,13,11,18,12,20,25,10,44,26,43,61,29,16,70,5,5,1.51
455091683,Mass Immunization Roster Biller,519,1.755298651,606.4218304,174.6656069,131.2766281,132.5837958,0,0,0,0,0,911,16,21,33,12,31,39,32,63,38,63,74,41,11,46,24,11,2.06
783748951,Chiropractic,149,4.228187919,837.1963087,353.0941611,263.604094,271.0168456,0,0,0,0,0,630,1.77,11,19,1.3,2.72,16,18,71,22,42,40,15,1.02,26,40,0.84,1.24
104149402,Nurse Practitioner,742,4.897574124,748.0727763,351.7989623,275.460903,263.9353639,0,0,0,0,0,3634,32,59,30,15,52,54,39,62,39,59,75,55,17,45,26,29,2.56
632909034,Family Practice,56,1.517857143,97.54785714,65.67785714,45.31696429,52.67553571,0,0,0,0,0,85,0.32,0.33,29,0.23,0.48,23,0.37,38,32,30,61,0.69,0.19,21,0.18,0.15,1.16
553970696,Internal Medicine,141,3.262411348,660.6028369,260.5557447,190.2935461,185.215461,0.539007092,87.13475177,39.26858156,38.47992908,38.47992908,384,11,2.22,13,2.45,16,16,15,23,33,36,50,33,1.97,30,1.03,1.03,1.21
980644107,CRNA,101,2.871287129,461.970297,223.0864356,167.8852475,160.7048515,0,0,0,0,0,290,0.83,0.77,14,14,1.21,14,0.93,34,15,43,49,17,14,49,0.41,0.38,1.28
642291536,General Practice,785,6.028025478,1083.105414,135.959707,106.1023312,105.604051,4.356687898,2.178343949,0.604433121,0.473987261,0.473987261,1312,15,16,21,17,26,44,25,37,34,59,73,37,10,41,7,10,1.75
957314022,Registered Dietician/Nutrition Professional,116,5.387931034,637.1844828,261.2760345,207.5576724,204.887931,0.49137931,84.59827586,42.97922414,42.09810345,42.09810345,568,2.27,1.79,12,1.99,2.73,14,2.4,27,14,46,47,18,1.62,34,0.82,0.81,0.87
170477749,Independent Diagnostic Testing Facility,91,1.736263736,400.3296703,93.42373626,60.76967033,73.27131868,0,0,0,0,0,158,0.55,0,14,0.39,0.85,20,0.66,46,34,22,52,14,0.32,29,0.35,0.26,1.28
435855525,Physical Therapist,33,1.424242424,451.3333333,137.8560606,103.4351515,102.2512121,0,0,0,0,0,47,0.2,0,0.2,58,0.29,0.38,0.23,0.4,36,64,64,0.44,0.12,33,0,0.09,1.26
972617291,Cardiology,225,21.65333333,15488.87556,5070.664933,3913.137289,3492.386578,0,0,0,0,0,4872,15,5,9,75,19,31,20,16,33,58,68,27,8,34,3.35,5,1.64
652973850,Cardiac Electrophysiology,222,1.108108108,556.8693694,85.67824324,66.63671171,63.33702703,0,0,0,0,0,246,10,5,15,11,6,20,14,23,28,60,68,30,8,56,0.22,0.31,1.21
995932694,Occupational therapist,32,1.03125,1275.75,187.43875,143.56875,142.8971875,0,0,0,0,0,33,0.1,0.08,0.11,0.09,0.15,41,0.12,47,38,53,75,41,0.06,47,0.04,0.05,1.31
294937124,Otolaryngology,405,5.10617284,694.4814815,343.5786173,254.7077531,240.294963,0.316049383,34.37530864,20.73592593,20.21323457,20.21323457,1940,13,7,6,13,12,27,9,10,30,75,75,32,4,24,2.66,4,1.08
503291188,Internal Medicine,71,1.464788732,1145.717042,158.0087324,123.2364789,127.4838028,0,0,0,0,0,104,0.22,25,35,17,27,49,27,44,37,54,75,31,0.13,44,0.11,0.1,1.65
376017221,Nurse Practitioner,140,2.7,484.5071429,199.5132857,156.0185714,169.4765,0.178571429,39.85714286,29.5915,29.00014286,29.00014286,353,14,2.05,9,15,13,34,11,20,31,66,66,32,1.58,38,1.04,0.89,1.16
910538678,Internal Medicine,431,1.468677494,632.4570766,213.1679118,166.7123202,165.5990023,0,0,0,0,0,633,30,29,23,20,41,53,34,37,41,69,75,48,17,45,12,12,1.93
